Date,Time,City,Latitude,Longitude,Severity,Weather,Road_Type,Lighting,Traffic_Density,Vehicles_Involved,Cause
2023-04-01,19:54,Delhi,28.62297,77.16827,Medium,Fog,Urban,Dawn/Dusk,Medium,1,Speeding
2023-02-09,19:23,Bangalore,12.97387,77.67694,Medium,Fog,Urban,Dawn/Dusk,High,1,Speeding
2023-02-27,14:45,Bangalore,12.97927,77.66855,Medium,Overcast,Highway,Daylight,High,2,Signal Violation
2023-10-06,03:26,Hyderabad,17.3849,78.46699,Low,Clear,Urban,Night (Lit),High,1,Speeding
2023-01-05,10:06,Hyderabad,17.30695,78.45204,Low,Clear,Urban,Daylight,High,2,Weather Conditions
2023-10-12,20:34,Mumbai,19.05389,72.97546,Low,Clear,Urban,Night (Lit),High,2,Signal Violation
2023-03-10,11:53,Mumbai,18.98452,72.85535,Low,Clear,Urban,Daylight,High,1,Speeding
2023-10-19,21:59,Hyderabad,17.46811,78.48627,High,Fog,Highway,Night (Unlit),Medium,4,Weather Conditions
2023-11-23,21:33,Chennai,13.03161,80.23344,Low,Clear,Urban,Night (Lit),High,2,Weather Conditions
2023-06-17,06:49,Chennai,13.11026,80.22705,Low,Clear,Urban,Daylight,Medium,3,Pothole
2023-07-24,20:47,Bangalore,13.02661,77.51835,Low,Clear,Urban,Night (Lit),High,1,Signal Violation
2023-08-11,21:46,Delhi,28.64764,77.1342,Medium,Clear,Urban,Night (Unlit),Medium,1,Vehicle Breakdown
2023-02-27,18:39,Delhi,28.74707,77.08972,Low,Clear,Urban,Dawn/Dusk,Low,3,Speeding
2023-03-16,17:11,Mumbai,19.01466,72.78112,Low,Clear,Rural,Daylight,Medium,2,Speeding
2023-12-20,15:04,Mumbai,19.03286,72.90005,Low,Rain,Urban,Daylight,Medium,2,Speeding
2023-09-30,20:13,Mumbai,19.03228,72.87482,Medium,Clear,Highway,Night (Lit),Low,2,Speeding
2023-09-19,17:58,Hyderabad,17.4395,78.5267,Low,Rain,Rural,Daylight,Low,2,Vehicle Breakdown
2023-02-27,12:05,Chennai,13.15524,80.26,High,Fog,Highway,Daylight,Low,3,Drunk Driving
2023-07-28,10:37,Hyderabad,17.40381,78.50929,Low,Rain,Urban,Daylight,High,1,Signal Violation
2023-10-22,19:44,Hyderabad,17.30431,78.41888,Medium,Rain,Highway,Dawn/Dusk,Medium,3,Pothole
2023-12-24,04:12,Mumbai,19.12307,72.78168,Medium,Clear,Highway,Night (Lit),Low,2,Signal Violation
2023-04-23,16:56,Chennai,13.06715,80.17489,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-12-19,01:47,Delhi,28.74535,77.01498,Medium,Clear,Highway,Night (Lit),Medium,2,Pothole
2023-06-28,11:59,Delhi,28.7537,77.11035,Low,Clear,Urban,Daylight,Medium,2,Pothole
2023-04-10,11:34,Chennai,13.02041,80.18997,Low,Rain,Urban,Daylight,Low,1,Speeding
2023-06-14,17:40,Mumbai,19.04133,72.81359,Low,Overcast,Urban,Daylight,Medium,2,Speeding
2023-05-06,12:56,Hyderabad,17.46483,78.49667,Low,Clear,Urban,Daylight,Medium,1,Signal Violation
2023-01-01,22:59,Bangalore,12.98223,77.52697,High,Clear,Highway,Night (Unlit),Medium,3,Speeding
2023-08-02,04:53,Hyderabad,17.31918,78.54237,High,Clear,Highway,Night (Unlit),Low,4,Speeding
2023-11-10,18:03,Mumbai,19.06622,72.8845,Low,Fog,Urban,Dawn/Dusk,Medium,2,Pothole
2023-08-10,18:10,Chennai,13.13396,80.35741,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Weather Conditions
2023-04-27,18:11,Hyderabad,17.48359,78.42806,Low,Clear,Urban,Dawn/Dusk,High,2,Pothole
2023-09-14,18:39,Chennai,13.11733,80.34725,Low,Clear,Rural,Dawn/Dusk,Medium,2,Speeding
2023-04-15,15:13,Chennai,13.0642,80.3201,Low,Rain,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-09-16,17:21,Mumbai,19.15265,72.9704,Low,Overcast,Rural,Daylight,High,1,Signal Violation
2023-07-26,02:11,Chennai,13.07368,80.22027,High,Rain,Highway,Night (Unlit),High,2,Weather Conditions
2023-10-10,16:19,Mumbai,18.97616,72.79258,Medium,Overcast,Highway,Daylight,Medium,2,Weather Conditions
2023-03-21,19:42,Hyderabad,17.44322,78.42693,Medium,Overcast,Highway,Dawn/Dusk,Medium,2,Speeding
2023-04-26,14:45,Hyderabad,17.31547,78.52131,Low,Clear,Urban,Daylight,Low,1,Speeding
2023-09-18,20:46,Delhi,28.67397,77.03987,Low,Clear,Urban,Night (Lit),Low,2,Speeding
2023-11-04,19:46,Mumbai,19.08167,72.84277,Low,Overcast,Urban,Dawn/Dusk,Medium,2,Speeding
2023-12-25,18:01,Chennai,13.17323,80.26716,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
2023-07-17,19:06,Mumbai,19.0605,72.90353,Low,Clear,Urban,Dawn/Dusk,Medium,1,Speeding
2023-07-09,12:52,Hyderabad,17.31841,78.51366,Low,Clear,Urban,Daylight,Medium,3,Speeding
2023-10-03,21:33,Mumbai,19.14726,72.94034,Medium,Rain,Urban,Night (Unlit),High,2,Speeding
2023-05-07,18:49,Mumbai,19.10023,72.87112,Low,Rain,Urban,Dawn/Dusk,Medium,2,Weather Conditions
2023-08-16,19:26,Mumbai,19.06813,72.87833,Medium,Fog,Urban,Dawn/Dusk,High,3,Speeding
2023-02-26,12:22,Hyderabad,17.3688,78.55735,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-11-26,15:15,Hyderabad,17.42356,78.45669,Medium,Clear,Highway,Daylight,High,1,Pothole
2023-09-12,19:11,Mumbai,19.17414,72.94208,Low,Clear,Urban,Dawn/Dusk,Low,2,Speeding
2023-03-19,18:44,Chennai,13.05807,80.30989,Low,Fog,Urban,Dawn/Dusk,High,2,Weather Conditions
2023-07-24,03:34,Chennai,13.13544,80.29303,Low,Clear,Urban,Night (Lit),High,1,Speeding
2023-07-01,06:36,Mumbai,19.00367,72.86734,Low,Clear,Urban,Daylight,High,2,Weather Conditions
2023-06-07,20:39,Hyderabad,17.40364,78.56492,Medium,Clear,Rural,Night (Unlit),Medium,1,Speeding
2023-03-25,15:21,Bangalore,12.9163,77.54917,Low,Clear,Urban,Daylight,High,2,Weather Conditions
2023-08-11,15:40,Mumbai,19.1288,72.92533,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-03-11,18:37,Hyderabad,17.28949,78.44032,Low,Clear,Urban,Dawn/Dusk,Medium,1,Speeding
2023-09-01,22:09,Hyderabad,17.3674,78.50475,Low,Clear,Urban,Night (Lit),High,1,Weather Conditions
2023-06-05,22:04,Chennai,13.09752,80.24997,Low,Clear,Urban,Night (Lit),Low,2,Signal Violation
2023-01-12,22:35,Mumbai,19.08665,72.89676,Low,Rain,Rural,Night (Lit),Medium,3,Weather Conditions
2023-06-07,10:43,Chennai,13.03368,80.24109,Low,Rain,Urban,Daylight,High,1,Speeding
2023-11-13,06:54,Hyderabad,17.34185,78.44186,Low,Rain,Rural,Daylight,Medium,1,Weather Conditions
2023-09-18,11:12,Hyderabad,17.4454,78.5561,Low,Rain,Urban,Daylight,Low,2,Vehicle Breakdown
2023-02-27,01:26,Chennai,13.03121,80.33848,Medium,Overcast,Highway,Night (Lit),Medium,2,Speeding
2023-09-23,19:40,Bangalore,12.91285,77.64122,Medium,Fog,Highway,Dawn/Dusk,Medium,1,Vehicle Breakdown
2023-10-02,07:51,Hyderabad,17.30636,78.46286,Low,Clear,Urban,Daylight,Medium,2,Pothole
2023-10-27,19:34,Mumbai,19.02904,72.84091,Low,Clear,Rural,Dawn/Dusk,Medium,1,Signal Violation
2023-11-06,16:10,Hyderabad,17.44624,78.56187,Low,Clear,Urban,Daylight,High,1,Weather Conditions
2023-06-17,10:10,Mumbai,19.14314,72.97502,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-03-25,12:25,Delhi,28.79634,77.01032,Low,Rain,Urban,Daylight,High,2,Weather Conditions
2023-07-24,11:18,Hyderabad,17.40537,78.39894,Low,Rain,Urban,Daylight,Medium,2,Weather Conditions
2023-10-06,11:11,Bangalore,12.97853,77.54513,Low,Clear,Urban,Daylight,Medium,2,Pothole
2023-09-24,23:06,Delhi,28.60421,77.17795,Medium,Clear,Highway,Night (Lit),Medium,1,Pothole
2023-10-21,10:35,Delhi,28.77909,77.1634,Low,Rain,Urban,Daylight,Medium,1,Pothole
2023-06-18,17:30,Bangalore,13.00495,77.60277,Low,Clear,Urban,Daylight,Low,1,Drunk Driving
2023-05-02,15:39,Hyderabad,17.43238,78.43908,Low,Clear,Urban,Daylight,Low,3,Speeding
2023-02-24,17:35,Bangalore,12.9548,77.6677,Low,Rain,Urban,Daylight,High,1,Weather Conditions
2023-01-08,18:09,Chennai,13.14036,80.35374,Low,Clear,Urban,Dawn/Dusk,Medium,3,Signal Violation
2023-01-25,14:00,Delhi,28.61328,77.07148,Medium,Fog,Urban,Daylight,Medium,1,Speeding
2023-07-19,22:48,Chennai,13.00306,80.34842,Low,Clear,Urban,Night (Lit),Medium,2,Vehicle Breakdown
2023-11-02,22:22,Delhi,28.60756,77.19615,Low,Overcast,Urban,Night (Lit),Low,2,Speeding
2023-07-03,20:24,Bangalore,12.89102,77.54681,Medium,Clear,Urban,Night (Unlit),High,2,Weather Conditions
2023-10-17,20:12,Chennai,13.17845,80.30369,Low,Clear,Urban,Night (Lit),Low,1,Speeding
2023-05-31,13:27,Chennai,13.0966,80.27123,Medium,Rain,Highway,Daylight,Low,2,Speeding
2023-09-03,21:58,Mumbai,19.10673,72.88386,Low,Overcast,Urban,Night (Lit),Medium,1,Vehicle Breakdown
2023-03-24,11:26,Mumbai,18.98225,72.9039,Low,Clear,Urban,Daylight,Medium,3,Vehicle Breakdown
2023-04-15,21:27,Bangalore,13.04931,77.51918,High,Fog,Highway,Night (Unlit),High,3,Weather Conditions
2023-04-29,21:17,Bangalore,12.9322,77.68839,Low,Clear,Urban,Night (Lit),High,1,Vehicle Breakdown
2023-03-09,22:38,Hyderabad,17.47263,78.46538,Low,Fog,Urban,Night (Lit),High,2,Weather Conditions
2023-05-21,01:42,Bangalore,13.06254,77.60633,Medium,Overcast,Highway,Night (Lit),Medium,3,Drunk Driving
2023-07-25,22:52,Bangalore,12.90457,77.6826,Medium,Clear,Urban,Night (Unlit),Medium,2,Speeding
2023-07-13,13:09,Delhi,28.62747,77.18453,Low,Clear,Urban,Daylight,High,2,Weather Conditions
2023-11-09,11:38,Chennai,13.15715,80.19809,Medium,Clear,Highway,Daylight,Medium,1,Pothole
2023-08-06,05:49,Delhi,28.64095,77.17352,Medium,Clear,Highway,Dawn/Dusk,High,1,Speeding
2023-03-05,16:38,Mumbai,19.04236,72.82079,Medium,Rain,Highway,Daylight,High,2,Weather Conditions
2023-11-22,16:41,Bangalore,12.95952,77.50048,Medium,Clear,Highway,Daylight,High,1,Signal Violation
2023-09-13,13:19,Chennai,13.16285,80.23141,Low,Rain,Urban,Daylight,High,2,Speeding
2023-05-28,09:43,Bangalore,12.94607,77.53917,Low,Clear,Urban,Daylight,Medium,1,Speeding
2023-08-12,15:20,Delhi,28.62338,77.16732,Low,Fog,Rural,Daylight,High,1,Weather Conditions
2023-04-29,13:34,Delhi,28.66661,77.10032,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-02-11,11:08,Bangalore,12.9382,77.56414,Low,Clear,Urban,Daylight,Low,2,Weather Conditions
2023-02-22,08:10,Hyderabad,17.29627,78.5349,Low,Clear,Urban,Daylight,High,3,Weather Conditions
2023-07-21,18:08,Delhi,28.7934,77.1886,Low,Clear,Urban,Dawn/Dusk,Low,1,Drunk Driving
2023-02-04,17:59,Chennai,13.03007,80.32646,Low,Rain,Urban,Daylight,Low,2,Speeding
2023-03-15,18:40,Chennai,13.08163,80.25582,Low,Clear,Urban,Dawn/Dusk,Medium,3,Speeding
2023-05-19,03:34,Hyderabad,17.4313,78.5102,Medium,Overcast,Highway,Night (Lit),High,1,Signal Violation
2023-10-12,19:20,Bangalore,12.98243,77.52879,Medium,Clear,Highway,Dawn/Dusk,High,1,Speeding
2023-10-27,02:42,Bangalore,12.90566,77.66294,Medium,Clear,Urban,Night (Unlit),Medium,2,Drunk Driving
2023-03-13,01:45,Bangalore,12.89188,77.51773,Medium,Rain,Highway,Night (Lit),Low,2,Weather Conditions
2023-09-15,18:20,Chennai,13.05635,80.18751,Low,Clear,Urban,Dawn/Dusk,Medium,1,Speeding
2023-02-04,18:03,Bangalore,13.05485,77.60042,Low,Clear,Urban,Dawn/Dusk,High,1,Weather Conditions
2023-11-23,18:03,Bangalore,12.9333,77.51315,Medium,Overcast,Highway,Dawn/Dusk,High,2,Pothole
2023-08-18,00:29,Bangalore,12.92545,77.54066,Medium,Clear,Highway,Night (Lit),Low,2,Speeding
2023-07-07,14:40,Delhi,28.67542,77.03073,Low,Clear,Urban,Daylight,Medium,1,Signal Violation
2023-08-13,17:55,Hyderabad,17.43136,78.55733,Low,Clear,Urban,Daylight,High,1,Pothole
2023-06-01,14:07,Chennai,13.00652,80.28682,Low,Clear,Urban,Daylight,Medium,2,Pothole
2023-12-26,08:51,Hyderabad,17.37689,78.43869,Low,Rain,Urban,Daylight,High,2,Drunk Driving
2023-11-05,21:13,Mumbai,19.04267,72.87537,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-10-01,14:01,Delhi,28.64315,77.10847,Low,Clear,Urban,Daylight,Low,2,Signal Violation
2023-08-04,22:05,Mumbai,19.11368,72.82563,Medium,Clear,Highway,Night (Lit),Low,2,Speeding
2023-11-26,18:33,Hyderabad,17.48108,78.47212,Low,Rain,Urban,Dawn/Dusk,High,2,Drunk Driving
2023-01-20,18:32,Chennai,13.08391,80.34862,Medium,Clear,Highway,Dawn/Dusk,High,2,Pothole
2023-10-13,12:04,Bangalore,13.03048,77.59058,Low,Clear,Rural,Daylight,Medium,1,Speeding
2023-09-01,04:12,Mumbai,19.03305,72.88867,Low,Rain,Urban,Night (Lit),Low,2,Drunk Driving
2023-04-05,04:20,Mumbai,19.03869,72.80215,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-12-21,19:19,Chennai,13.04804,80.30288,Low,Overcast,Rural,Dawn/Dusk,High,2,Weather Conditions
2023-06-17,13:46,Delhi,28.70063,77.16366,Low,Clear,Rural,Daylight,High,2,Speeding
2023-09-20,13:03,Mumbai,19.07838,72.9504,Low,Clear,Urban,Daylight,High,1,Drunk Driving
2023-07-02,15:27,Chennai,13.0203,80.22654,Low,Clear,Urban,Daylight,Medium,3,Vehicle Breakdown
2023-07-15,17:31,Mumbai,19.12304,72.86624,Low,Clear,Rural,Daylight,Medium,2,Speeding
2023-07-13,00:59,Delhi,28.7226,77.082,Low,Rain,Urban,Night (Lit),Low,1,Weather Conditions
2023-02-03,21:19,Delhi,28.64608,77.08171,Low,Rain,Rural,Night (Lit),Medium,2,Drunk Driving
2023-10-28,17:38,Hyderabad,17.33639,78.46191,Low,Clear,Urban,Daylight,High,1,Speeding
2023-08-09,10:16,Bangalore,12.88213,77.61211,Low,Clear,Rural,Daylight,High,3,Speeding
2023-10-27,19:50,Mumbai,19.1139,72.80013,Low,Clear,Urban,Dawn/Dusk,Low,2,Speeding
2023-09-30,15:38,Hyderabad,17.35306,78.43228,Low,Rain,Urban,Daylight,High,3,Vehicle Breakdown
2023-01-09,04:34,Delhi,28.77063,77.13925,Medium,Clear,Highway,Night (Lit),Medium,2,Speeding
2023-06-24,18:10,Mumbai,19.11685,72.88576,Low,Fog,Urban,Dawn/Dusk,Low,2,Weather Conditions
2023-07-29,08:42,Hyderabad,17.3431,78.4442,Medium,Clear,Highway,Daylight,Medium,1,Speeding
2023-11-30,18:18,Chennai,13.03809,80.35828,Medium,Clear,Highway,Dawn/Dusk,High,1,Signal Violation
2023-09-22,14:19,Hyderabad,17.43522,78.56689,Low,Fog,Urban,Daylight,Medium,1,Pothole
2023-12-10,19:39,Chennai,13.09927,80.25831,Low,Clear,Urban,Dawn/Dusk,Medium,1,Pothole
2023-10-15,06:58,Bangalore,13.03638,77.67257,Low,Fog,Urban,Daylight,High,2,Weather Conditions
2023-06-18,19:40,Hyderabad,17.35471,78.49068,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Drunk Driving
2023-09-23,13:47,Mumbai,19.14452,72.78797,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-03-15,20:04,Chennai,13.13174,80.26325,Low,Clear,Urban,Night (Lit),Medium,2,Vehicle Breakdown
2023-10-03,20:38,Mumbai,19.14,72.83755,Low,Overcast,Urban,Night (Lit),High,2,Signal Violation
2023-10-04,12:12,Hyderabad,17.46646,78.47707,Low,Clear,Urban,Daylight,High,2,Pothole
2023-02-11,20:29,Mumbai,19.16125,72.92782,Low,Overcast,Urban,Night (Lit),Medium,2,Vehicle Breakdown
2023-09-28,19:19,Bangalore,13.05669,77.65678,Low,Clear,Urban,Dawn/Dusk,Medium,2,Drunk Driving
2023-05-17,20:50,Delhi,28.68919,77.15461,Low,Clear,Urban,Night (Lit),High,2,Drunk Driving
2023-03-23,14:33,Chennai,13.17911,80.19166,Medium,Clear,Highway,Daylight,Medium,1,Weather Conditions
2023-04-04,21:46,Delhi,28.73174,77.04448,Low,Clear,Rural,Night (Lit),Medium,2,Drunk Driving
2023-09-15,20:21,Chennai,13.15248,80.19352,Medium,Clear,Urban,Night (Unlit),High,2,Speeding
2023-02-11,23:36,Delhi,28.72605,77.19967,Medium,Clear,Urban,Night (Unlit),Low,1,Speeding
2023-10-03,14:05,Bangalore,13.06065,77.56191,Low,Clear,Urban,Daylight,High,2,Drunk Driving
2023-01-06,23:56,Mumbai,19.12358,72.90114,Low,Clear,Rural,Night (Lit),Low,2,Speeding
2023-10-21,08:40,Delhi,28.77078,77.09156,Low,Fog,Urban,Daylight,Low,2,Weather Conditions
2023-10-23,23:03,Bangalore,12.93472,77.60665,Low,Clear,Urban,Night (Lit),High,2,Vehicle Breakdown
2023-08-06,09:59,Chennai,13.09974,80.2149,Medium,Rain,Highway,Daylight,Low,1,Drunk Driving
2023-07-11,14:05,Bangalore,13.0205,77.60229,Low,Fog,Urban,Daylight,Low,2,Weather Conditions
2023-01-11,18:48,Chennai,13.17494,80.17308,Low,Clear,Urban,Dawn/Dusk,High,2,Pothole
2023-12-09,14:20,Delhi,28.62941,77.08141,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-03-04,15:07,Hyderabad,17.33323,78.5036,Low,Clear,Urban,Daylight,High,2,Weather Conditions
2023-01-06,15:15,Hyderabad,17.31013,78.5014,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-08-31,20:19,Delhi,28.73336,77.06553,Medium,Overcast,Highway,Night (Lit),Medium,1,Speeding
2023-03-04,18:15,Chennai,12.99115,80.18251,Low,Overcast,Urban,Dawn/Dusk,Low,1,Signal Violation
2023-09-29,13:20,Hyderabad,17.44452,78.55782,Low,Clear,Urban,Daylight,Low,2,Vehicle Breakdown
2023-03-04,18:02,Bangalore,12.93715,77.67046,Low,Clear,Urban,Dawn/Dusk,Medium,2,Speeding
2023-06-03,20:13,Chennai,13.02402,80.18464,Low,Clear,Urban,Night (Lit),High,2,Signal Violation
2023-06-25,12:59,Hyderabad,17.38424,78.46252,Low,Clear,Rural,Daylight,Medium,2,Vehicle Breakdown
2023-07-25,20:08,Chennai,12.99847,80.30874,High,Fog,Highway,Night (Unlit),Medium,2,Weather Conditions
2023-09-18,17:46,Hyderabad,17.36519,78.43577,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-06-30,18:15,Hyderabad,17.29707,78.38812,Low,Clear,Urban,Dawn/Dusk,Medium,2,Vehicle Breakdown
2023-06-20,19:34,Bangalore,13.06669,77.68991,Low,Rain,Urban,Dawn/Dusk,High,1,Pothole
2023-08-09,18:05,Bangalore,12.99817,77.55298,Low,Clear,Urban,Dawn/Dusk,High,2,Pothole
2023-12-07,18:15,Mumbai,19.10613,72.94985,Low,Fog,Urban,Dawn/Dusk,Medium,2,Vehicle Breakdown
2023-07-12,19:15,Hyderabad,17.38247,78.42389,Low,Clear,Urban,Dawn/Dusk,High,2,Speeding
2023-06-27,18:50,Mumbai,18.99625,72.83574,High,Fog,Highway,Dawn/Dusk,High,3,Speeding
2023-07-21,17:43,Hyderabad,17.29352,78.4135,Low,Clear,Urban,Daylight,Low,2,Speeding
2023-09-18,20:58,Delhi,28.69841,77.03884,Medium,Clear,Urban,Night (Unlit),Low,2,Vehicle Breakdown
2023-01-15,14:54,Delhi,28.71304,77.08686,Low,Rain,Urban,Daylight,Low,2,Speeding
2023-11-29,19:24,Chennai,12.98364,80.35352,Low,Rain,Urban,Dawn/Dusk,Medium,2,Weather Conditions
2023-06-01,21:11,Hyderabad,17.30144,78.54815,Medium,Clear,Urban,Night (Unlit),Medium,3,Speeding
2023-05-12,02:04,Chennai,12.99801,80.34936,Medium,Rain,Urban,Night (Unlit),Medium,1,Vehicle Breakdown
2023-11-16,12:44,Chennai,13.17448,80.23537,Low,Overcast,Urban,Daylight,Low,2,Pothole
2023-04-15,21:21,Hyderabad,17.45944,78.51366,Low,Rain,Urban,Night (Lit),Medium,1,Speeding
2023-06-03,06:26,Bangalore,12.88017,77.56926,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-03-05,20:02,Delhi,28.73796,77.11187,Low,Rain,Rural,Night (Lit),Medium,2,Speeding
2023-03-11,05:31,Delhi,28.60575,77.03104,Low,Rain,Urban,Dawn/Dusk,Medium,2,Pothole
2023-08-03,22:13,Chennai,13.00956,80.34214,Low,Clear,Urban,Night (Lit),High,3,Signal Violation
2023-02-22,11:16,Bangalore,13.00689,77.58526,Low,Rain,Urban,Daylight,High,1,Weather Conditions
2023-09-28,12:48,Hyderabad,17.33098,78.4501,Medium,Fog,Urban,Daylight,Medium,3,Speeding
2023-04-19,10:59,Mumbai,19.09107,72.89273,Low,Clear,Urban,Daylight,Medium,2,Signal Violation
2023-01-23,19:26,Chennai,13.06313,80.30973,Low,Clear,Urban,Dawn/Dusk,Low,2,Speeding
2023-12-04,19:55,Hyderabad,17.41034,78.52511,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-01-02,12:36,Delhi,28.63873,77.10982,Low,Clear,Urban,Daylight,High,1,Vehicle Breakdown
2023-05-23,15:39,Hyderabad,17.37587,78.44062,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-06-13,20:48,Bangalore,12.89398,77.63598,Medium,Clear,Highway,Night (Lit),Medium,2,Speeding
2023-06-18,17:34,Chennai,13.00986,80.26889,Medium,Clear,Highway,Daylight,Low,2,Speeding
2023-08-21,08:17,Delhi,28.60835,77.19607,Medium,Clear,Highway,Daylight,Medium,1,Speeding
2023-10-11,19:35,Mumbai,19.13377,72.92921,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Speeding
2023-05-19,23:49,Mumbai,19.01662,72.96712,High,Rain,Highway,Night (Unlit),Low,4,Speeding
2023-10-30,09:32,Hyderabad,17.46523,78.48815,Low,Rain,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-04-16,20:35,Chennai,13.07134,80.32018,Low,Rain,Rural,Night (Lit),Low,3,Weather Conditions
2023-09-20,10:14,Delhi,28.64699,77.05929,Low,Clear,Urban,Daylight,Medium,2,Signal Violation
2023-09-01,22:28,Mumbai,19.14188,72.79656,Medium,Rain,Highway,Night (Lit),Medium,1,Pothole
2023-01-05,12:38,Mumbai,19.10054,72.80024,Low,Overcast,Urban,Daylight,Medium,2,Pothole
2023-06-28,12:12,Hyderabad,17.45018,78.56137,Medium,Clear,Highway,Daylight,High,1,Speeding
2023-01-12,11:11,Hyderabad,17.31054,78.41335,Low,Clear,Urban,Daylight,Medium,2,Weather Conditions
2023-05-16,14:50,Delhi,28.79808,77.18727,Low,Clear,Urban,Daylight,High,2,Speeding
2023-02-04,13:41,Delhi,28.77657,77.04903,Medium,Fog,Urban,Daylight,High,1,Speeding
2023-02-13,22:39,Mumbai,19.12083,72.84892,Low,Clear,Rural,Night (Lit),High,2,Vehicle Breakdown
2023-08-25,00:08,Mumbai,19.02971,72.8336,Medium,Fog,Highway,Night (Lit),High,2,Weather Conditions
2023-01-11,18:03,Chennai,13.12059,80.33847,Medium,Fog,Rural,Dawn/Dusk,High,1,Speeding
2023-05-20,07:06,Hyderabad,17.32802,78.44084,Medium,Clear,Highway,Daylight,High,2,Speeding
2023-05-03,20:53,Hyderabad,17.41365,78.3986,Medium,Clear,Rural,Night (Unlit),High,2,Speeding
2023-09-05,06:45,Hyderabad,17.34691,78.57765,Low,Clear,Urban,Daylight,Low,1,Pothole
2023-03-15,13:09,Bangalore,12.9804,77.58772,Medium,Clear,Highway,Daylight,High,2,Drunk Driving
2023-10-28,12:46,Hyderabad,17.37993,78.53558,Low,Clear,Urban,Daylight,High,2,Speeding
2023-05-11,12:55,Hyderabad,17.36637,78.42337,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-07-11,10:05,Chennai,13.1511,80.32939,Medium,Rain,Highway,Daylight,High,1,Weather Conditions
2023-04-05,16:18,Mumbai,19.029,72.95571,Medium,Clear,Highway,Daylight,High,3,Speeding
2023-11-27,20:43,Delhi,28.63858,77.02244,Low,Clear,Urban,Night (Lit),Medium,3,Drunk Driving
2023-10-01,11:53,Hyderabad,17.29532,78.42518,Low,Rain,Urban,Daylight,Medium,2,Weather Conditions
2023-07-15,13:33,Chennai,13.00254,80.247,Low,Fog,Rural,Daylight,Medium,2,Pothole
2023-01-26,21:30,Mumbai,19.00586,72.85757,Medium,Rain,Highway,Night (Lit),Low,2,Vehicle Breakdown
2023-12-22,15:41,Delhi,28.61532,77.18849,Low,Rain,Urban,Daylight,High,2,Drunk Driving
2023-01-18,13:02,Hyderabad,17.35204,78.54518,Medium,Rain,Highway,Daylight,Low,2,Vehicle Breakdown
2023-07-20,23:57,Chennai,13.12699,80.18472,Medium,Clear,Highway,Night (Lit),High,2,Speeding
2023-07-04,07:12,Chennai,13.17439,80.28738,Low,Clear,Urban,Daylight,Medium,1,Pothole
2023-01-06,20:21,Chennai,13.07786,80.2333,Low,Clear,Rural,Night (Lit),High,3,Weather Conditions
2023-01-31,02:06,Chennai,13.03138,80.23741,Medium,Clear,Urban,Night (Unlit),High,2,Signal Violation
2023-10-16,06:00,Mumbai,19.13571,72.82094,Low,Clear,Urban,Daylight,High,1,Speeding
2023-08-25,12:05,Delhi,28.75463,77.00942,Medium,Overcast,Highway,Daylight,High,2,Speeding
2023-08-20,21:10,Delhi,28.6228,77.04334,Medium,Clear,Highway,Night (Lit),Medium,2,Drunk Driving
2023-07-14,20:36,Mumbai,19.12465,72.87222,Medium,Clear,Urban,Night (Unlit),High,2,Speeding
2023-02-08,18:41,Chennai,13.08182,80.20783,Low,Clear,Urban,Dawn/Dusk,High,1,Pothole
2023-01-13,19:51,Bangalore,12.93484,77.67901,Low,Overcast,Urban,Dawn/Dusk,High,2,Speeding
2023-05-24,19:47,Chennai,13.14117,80.37046,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-02-26,11:36,Delhi,28.71353,77.20106,Low,Clear,Urban,Daylight,Low,1,Speeding
2023-02-05,10:30,Mumbai,19.06696,72.83898,Low,Clear,Urban,Daylight,High,1,Speeding
2023-07-28,15:03,Delhi,28.76911,77.15442,Low,Clear,Urban,Daylight,Low,2,Speeding
2023-05-31,06:54,Delhi,28.64083,77.03134,Low,Fog,Urban,Daylight,High,2,Weather Conditions
2023-11-28,10:25,Mumbai,19.00481,72.81392,Low,Clear,Rural,Daylight,Low,3,Speeding
2023-10-28,12:17,Mumbai,19.00438,72.92421,Low,Overcast,Rural,Daylight,High,2,Drunk Driving
